"Term [en]","Description [en]","Part of Speech [en]","Status [en]","Type [en]","Gender [en]","Note [en]","Term [fr]","Description [fr]","Part of Speech [fr]","Status [fr]","Type [fr]","Gender [fr]","Note [fr]","Term [de]","Description [de]","Part of Speech [de]","Status [de]","Type [de]","Gender [de]","Note [de]","Term [pt-BR]","Description [pt-BR]","Part of Speech [pt-BR]","Status [pt-BR]","Type [pt-BR]","Gender [pt-BR]","Note [pt-BR]","Term [es-ES]","Description [es-ES]","Part of Speech [es-ES]","Status [es-ES]","Type [es-ES]","Gender [es-ES]","Note [es-ES]","Translatable"
"Switch to Dark Mode",,"noun","preferred",,,,"Passer en mode sombre",,"noun","preferred",,,,"Zum dunklen Modus wechseln",,"noun","preferred",,,,"Mudar para modo escuro",,"noun","preferred",,,,"Cambiar a modo oscuro",,"noun","preferred",,,,"Yes"
"Switch to Light Mode",,"noun","preferred",,,,"Passer en mode clair",,"noun","preferred",,,,"Zum hellen Modus wechseln",,"noun","preferred",,,,"Mudar para modo claro",,"noun","preferred",,,,"Cambiar a modo claro",,"noun","preferred",,,,"Yes"
"Switch to status view",,"noun","preferred",,,,"Passer à la vue statut",,"noun","preferred",,,,"Zur Statusansicht wechseln",,"noun","preferred",,,,"Mudar para visualização de status",,"noun","preferred",,,,"Cambiar a vista de estado",,"noun","preferred",,,,"Yes"
"Switch to Table",,"noun","preferred",,,,"Passer au tableau",,"noun","preferred",,,,"Zur Tabelle wechseln",,"noun","preferred",,,,"Alternar para tabela",,"noun","preferred",,,,"Cambiar a tabla",,"noun","preferred",,,,"Yes"
"System",,"noun","preferred",,,,"Système",,"noun","preferred",,,,"System",,"noun","preferred",,,,"Sistema",,"noun","preferred",,,,"Sistema",,"noun","preferred",,,,"Yes"
"System Alert",,"noun","preferred",,,,"Alerte système",,"noun","preferred",,,,"Systemwarnung",,"noun","preferred",,,,"Alerta do Sistema",,"noun","preferred",,,,"Alerta del sistema",,"noun","preferred",,,,"Yes"
"Table Page Size",,"noun","preferred",,,,"Taille de page du tableau",,"noun","preferred",,,,"Tabellenseitengröße",,"noun","preferred",,,,"Tamanho da página da tabela",,"noun","preferred",,,,"Tamaño de página de tabla",,"noun","preferred",,,,"Yes"
"table view",,"noun","preferred",,,,"vue tableau",,"noun","preferred",,,,"Tabellenansicht",,"noun","preferred",,,,"visualização de tabela",,"noun","preferred",,,,"vista de tabla",,"noun","preferred",,,,"Yes"
"Tags (comma separated)",,"noun","preferred",,,,"Tags (séparés par des virgules)",,"noun","preferred",,,,"Tags (kommagetrennt)",,"noun","preferred",,,,"Tags (separadas por vírgula)",,"noun","preferred",,,,"Etiquetas (separadas por comas)",,"noun","preferred",,,,"Yes"
"Tags for NTFY notifications",,"noun","preferred",,,,"Étiquettes pour les notifications NTFY",,"noun","preferred",,,,"Tags für NTFY-Benachrichtigungen",,"noun","preferred",,,,"Tags para notificações NTFY",,"noun","preferred",,,,"Etiquetas para notificaciones NTFY",,"noun","preferred",,,,"Yes"
"Target",,"noun","preferred",,,,"Cible",,"noun","preferred",,,,"Ziel",,"noun","preferred",,,,"Destino",,"noun","preferred",,,,"Objetivo",,"noun","preferred",,,,"Yes"
"Target ID",,"noun","preferred",,,,"ID de cible",,"noun","preferred",,,,"Ziel-ID",,"noun","preferred",,,,"ID do destino",,"noun","preferred",,,,"ID de objetivo",,"noun","preferred",,,,"Yes"
"Target Server (newest)",,"noun","preferred",,,,"Serveur cible (le plus récent)",,"noun","preferred",,,,"Zielserver (neueste)",,"noun","preferred",,,,"Servidor de destino (mais recente)",,"noun","preferred",,,,"Servidor objetivo (más reciente)",,"noun","preferred",,,,"Yes"
"Target Type",,"noun","preferred",,,,"Type de cible",,"noun","preferred",,,,"Zieltyp",,"noun","preferred",,,,"Tipo de destino",,"noun","preferred",,,,"Tipo de objetivo",,"noun","preferred",,,,"Yes"
"Template settings saved successfully",,"noun","preferred",,,,"Paramètres du modèle enregistrés avec succès",,"noun","preferred",,,,"Vorlageneinstellungen erfolgreich gespeichert",,"noun","preferred",,,,"Configurações do modelo salvas com sucesso",,"noun","preferred",,,,"Configuración de plantilla guardada exitosamente",,"noun","preferred",,,,"Yes"
"Template used when backups complete successfully",,"noun","preferred",,,,"Modèle utilisé lorsque les sauvegardes se terminent avec succès",,"noun","preferred",,,,"Vorlage, die verwendet wird, wenn Sicherungen erfolgreich abgeschlossen werden",,"noun","preferred",,,,"Modelo usado quando os backups são concluídos com sucesso",,"noun","preferred",,,,"Plantilla utilizada cuando las copias de seguridad se completan exitosamente",,"noun","preferred",,,,"Yes"
"Templates",,"noun","preferred",,,,"Modèles",,"noun","preferred",,,,"Vorlagen",,"noun","preferred",,,,"Modelos",,"noun","preferred",,,,"Plantillas",,"noun","preferred",,,,"Yes"
"Temporary Password",,"noun","preferred",,,,"Mot de passe temporaire",,"noun","preferred",,,,"Temporäres Passwort",,"noun","preferred",,,,"Senha temporária",,"noun","preferred",,,,"Contraseña temporal",,"noun","preferred",,,,"Yes"
"Terms and Conditions",,"noun","preferred",,,,"Conditions générales d'utilisation",,"noun","preferred",,,,"Allgemeine Geschäftsbedingungen",,"noun","preferred",,,,"Termos e Condições",,"noun","preferred",,,,"Términos y Condiciones",,"noun","preferred",,,,"Yes"
"Test",,"noun","preferred",,,,"Tester",,"noun","preferred",,,,"Testen",,"noun","preferred",,,,"Testar",,"noun","preferred",,,,"Probar",,"noun","preferred",,,,"Yes"
"Test All",,"noun","preferred",,,,"Tout tester",,"noun","preferred",,,,"Alle testen",,"noun","preferred",,,,"Testar todos",,"noun","preferred",,,,"Probar todo",,"noun","preferred",,,,"Yes"
"Test Connection",,"noun","preferred",,,,"Tester la connexion",,"noun","preferred",,,,"Verbindung testen",,"noun","preferred",,,,"Testar conexão",,"noun","preferred",,,,"Probar conexión",,"noun","preferred",,,,"Yes"
"Test Email Failed",,"noun","preferred",,,,"Échec de l'e-mail de test",,"noun","preferred",,,,"Test-E-Mail fehlgeschlagen",,"noun","preferred",,,,"Falha no e-mail de teste",,"noun","preferred",,,,"Error en correo de prueba",,"noun","preferred",,,,"Yes"
"Test Email Sent",,"noun","preferred",,,,"E-mail de test envoyé",,"noun","preferred",,,,"Test-E-Mail gesendet",,"noun","preferred",,,,"E-mail de teste enviado",,"noun","preferred",,,,"Correo de prueba enviado",,"noun","preferred",,,,"Yes"
"Test Failed",,"noun","preferred",,,,"Test échoué",,"noun","preferred",,,,"Test fehlgeschlagen",,"noun","preferred",,,,"Falha no teste",,"noun","preferred",,,,"Prueba fallida",,"noun","preferred",,,,"Yes"
"Test Notification",,"noun","preferred",,,,"Tester la notification",,"noun","preferred",,,,"Benachrichtigung testen",,"noun","preferred",,,,"Testar notificação",,"noun","preferred",,,,"Probar notificación",,"noun","preferred",,,,"Yes"
"Test notification sent successfully",,"noun","preferred",,,,"Notification de test envoyée avec succès",,"noun","preferred",,,,"Testbenachrichtigung erfolgreich gesendet",,"noun","preferred",,,,"Notificação de teste enviada com sucesso",,"noun","preferred",,,,"Notificación de prueba enviada exitosamente",,"noun","preferred",,,,"Yes"
"Test Sent",,"noun","preferred",,,,"Test envoyé",,"noun","preferred",,,,"Test gesendet",,"noun","preferred",,,,"Teste enviado",,"noun","preferred",,,,"Prueba enviada",,"noun","preferred",,,,"Yes"
"Test Successful",,"noun","preferred",,,,"Test réussi",,"noun","preferred",,,,"Test erfolgreich",,"noun","preferred",,,,"Teste bem-sucedido",,"noun","preferred",,,,"Prueba exitosa",,"noun","preferred",,,,"Yes"
"The default language for new users",,"noun","preferred",,,,"La langue par défaut pour les nouveaux utilisateurs",,"noun","preferred",,,,"Die Standardsprache für neue Benutzer",,"noun","preferred",,,,"O idioma padrão para novos usuários",,"noun","preferred",,,,"El idioma predeterminado para nuevos usuarios",,"noun","preferred",,,,"Yes"
"The email address to send from",,"noun","preferred",,,,"L'adresse e-mail à partir de laquelle envoyer",,"noun","preferred",,,,"Die E-Mail-Adresse, von der gesendet wird",,"noun","preferred",,,,"O endereço de e-mail a partir do qual enviar",,"noun","preferred",,,,"La dirección de correo electrónico desde la cual enviar",,"noun","preferred",,,,"Yes"
"The hostname or IP address",,"noun","preferred",,,,"Le nom d'hôte ou l'adresse IP",,"noun","preferred",,,,"Der Hostname oder die IP-Adresse",,"noun","preferred",,,,"O nome do host ou endereço IP",,"noun","preferred",,,,"El nombre de host o dirección IP",,"noun","preferred",,,,"Yes"
"The name displayed in the application header",,"noun","preferred",,,,"Le nom affiché dans l'en-tête de l'application",,"noun","preferred",,,,"Der in der Anwendungskopfzeile angezeigte Name",,"noun","preferred",,,,"O nome exibido no cabeçalho do aplicativo",,"noun","preferred",,,,"El nombre que se muestra en el encabezado de la aplicación",,"noun","preferred",,,,"Yes"
"The NTFY server URL",,"noun","preferred",,,,"L'URL du serveur NTFY",,"noun","preferred",,,,"Die NTFY-Server-URL",,"noun","preferred",,,,"A URL do servidor NTFY",,"noun","preferred",,,,"La URL del servidor NTFY",,"noun","preferred",,,,"Yes"
"The NTFY topic to publish to",,"noun","preferred",,,,"Le sujet NTFY auquel publier",,"noun","preferred",,,,"Das NTFY-Thema, zu dem veröffentlicht wird",,"noun","preferred",,,,"O tópico NTFY para publicar",,"noun","preferred",,,,"El tema NTFY al cual publicar",,"noun","preferred",,,,"Yes"
"The password for authentication",,"noun","preferred",,,,"Le mot de passe pour l'authentification",,"noun","preferred",,,,"Das Passwort für die Authentifizierung",,"noun","preferred",,,,"A senha para autenticação",,"noun","preferred",,,,"La contraseña para autenticación",,"noun","preferred",,,,"Yes"
"The path to backup on the server",,"noun","preferred",,,,"Le chemin de sauvegarde sur le serveur",,"noun","preferred",,,,"Der Pfad zur Sicherung auf dem Server",,"noun","preferred",,,,"O caminho para backup no servidor",,"noun","preferred",,,,"La ruta de backup en el servidor",,"noun","preferred",,,,"Yes"
"The port number for connection",,"noun","preferred",,,,"Le numéro de port pour la connexion",,"noun","preferred",,,,"Die Portnummer für die Verbindung",,"noun","preferred",,,,"O número da porta para conexão",,"noun","preferred",,,,"El número de puerto para la conexión",,"noun","preferred",,,,"Yes"
"The priority level for NTFY notifications",,"noun","preferred",,,,"Le niveau de priorité pour les notifications NTFY",,"noun","preferred",,,,"Die Prioritätsstufe für NTFY-Benachrichtigungen",,"noun","preferred",,,,"O nível de prioridade para notificações NTFY",,"noun","preferred",,,,"El nivel de prioridad para notificaciones NTFY",,"noun","preferred",,,,"Yes"
"The SMTP authentication password",,"noun","preferred",,,,"Le mot de passe d'authentification SMTP",,"noun","preferred",,,,"Das SMTP-Authentifizierungspasswort",,"noun","preferred",,,,"A senha de autenticação SMTP",,"noun","preferred",,,,"La contraseña de autenticación SMTP",,"noun","preferred",,,,"Yes"
"The SMTP authentication username",,"noun","preferred",,,,"Le nom d'utilisateur d'authentification SMTP",,"noun","preferred",,,,"Der SMTP-Authentifizierungsbenutzername",,"noun","preferred",,,,"O nome de usuário de autenticação SMTP",,"noun","preferred",,,,"El nombre de usuario de autenticación SMTP",,"noun","preferred",,,,"Yes"
"The SMTP server hostname",,"noun","preferred",,,,"Le nom d'hôte du serveur SMTP",,"noun","preferred",,,,"Der SMTP-Server-Hostname",,"noun","preferred",,,,"O nome do host do servidor SMTP",,"noun","preferred",,,,"El nombre de host del servidor SMTP",,"noun","preferred",,,,"Yes"
"The SMTP server port",,"noun","preferred",,,,"Le port du serveur SMTP",,"noun","preferred",,,,"Der SMTP-Server-Port",,"noun","preferred",,,,"A porta do servidor SMTP",,"noun","preferred",,,,"El puerto del servidor SMTP",,"noun","preferred",,,,"Yes"
"The username for authentication",,"noun","preferred",,,,"Le nom d'utilisateur pour l'authentification",,"noun","preferred",,,,"Der Benutzername für die Authentifizierung",,"noun","preferred",,,,"O nome de usuário para autenticação",,"noun","preferred",,,,"El nombre de usuario para autenticación",,"noun","preferred",,,,"Yes"
"Theme",,"noun","preferred",,,,"Thème",,"noun","preferred",,,,"Thema",,"noun","preferred",,,,"Tema",,"noun","preferred",,,,"Tema",,"noun","preferred",,,,"Yes"
"This field is required",,"noun","preferred",,,,"Ce champ est obligatoire",,"noun","preferred",,,,"Dieses Feld ist erforderlich",,"noun","preferred",,,,"Este campo é obrigatório",,"noun","preferred",,,,"Este campo es obligatorio",,"noun","preferred",,,,"Yes"
"This Month",,"noun","preferred",,,,"Ce mois-ci",,"noun","preferred",,,,"Dieser Monat",,"noun","preferred",,,,"Este mês",,"noun","preferred",,,,"Este mes",,"noun","preferred",,,,"Yes"
"This Week",,"noun","preferred",,,,"Cette semaine",,"noun","preferred",,,,"Diese Woche",,"noun","preferred",,,,"Esta semana",,"noun","preferred",,,,"Esta semana",,"noun","preferred",,,,"Yes"
"This Year",,"noun","preferred",,,,"Cette année",,"noun","preferred",,,,"Dieses Jahr",,"noun","preferred",,,,"Este ano",,"noun","preferred",,,,"Este año",,"noun","preferred",,,,"Yes"
"Time ago since the last backup",,"noun","preferred",,,,"Temps écoulé depuis la dernière sauvegarde",,"noun","preferred",,,,"Zeit seit der letzten Sicherung",,"noun","preferred",,,,"Tempo decorrido desde o último backup",,"noun","preferred",,,,"Tiempo transcurrido desde el último backup",,"noun","preferred",,,,"Yes"
"Time elapsed since the expected backup date",,"noun","preferred",,,,"Temps écoulé depuis la date de sauvegarde attendue",,"noun","preferred",,,,"Zeit seit dem erwarteten Sicherungsdatum",,"noun","preferred",,,,"Tempo decorrido desde a data de backup esperada",,"noun","preferred",,,,"Tiempo transcurrido desde la fecha de backup esperada",,"noun","preferred",,,,"Yes"
"Time Format",,"noun","preferred",,,,"Format d'heure",,"noun","preferred",,,,"Uhrzeitformat",,"noun","preferred",,,,"Formato de hora",,"noun","preferred",,,,"Formato de hora",,"noun","preferred",,,,"Yes"
"Timeout",,"noun","preferred",,,,"Délai dépassé",,"noun","preferred",,,,"Zeitüberschreitung",,"noun","preferred",,,,"Tempo limite excedido",,"noun","preferred",,,,"Tiempo de espera agotado",,"noun","preferred",,,,"Yes"
"Timestamp",,"noun","preferred",,,,"Horodatage",,"noun","preferred",,,,"Zeitstempel",,"noun","preferred",,,,"Data e hora",,"noun","preferred",,,,"Marca de tiempo",,"noun","preferred",,,,"Yes"
"Timezone",,"noun","preferred",,,,"Fuseau horaire",,"noun","preferred",,,,"Zeitzone",,"noun","preferred",,,,"Fuso horário",,"noun","preferred",,,,"Zona horaria",,"noun","preferred",,,,"Yes"
"Title",,"noun","preferred",,,,"Titre",,"noun","preferred",,,,"Titel",,"noun","preferred",,,,"Título",,"noun","preferred",,,,"Título",,"noun","preferred",,,,"Yes"
"To Addresses",,"noun","preferred",,,,"Adresses de destinataires",,"noun","preferred",,,,"Empfängeradressen",,"noun","preferred",,,,"Endereços de destinatários",,"noun","preferred",,,,"Direcciones de destinatarios",,"noun","preferred",,,,"Yes"
"Today",,"noun","preferred",,,,"Aujourd'hui",,"noun","preferred",,,,"Heute",,"noun","preferred",,,,"Hoje",,"noun","preferred",,,,"Hoy",,"noun","preferred",,,,"Yes"
"Toggle Theme",,"noun","preferred",,,,"Changer de thème",,"noun","preferred",,,,"Thema wechseln",,"noun","preferred",,,,"Alternar tema",,"noun","preferred",,,,"Cambiar tema",,"noun","preferred",,,,"Yes"
"Tolerance",,"noun","preferred",,,,"Tolérance",,"noun","preferred",,,,"Toleranz",,"noun","preferred",,,,"Tolerância",,"noun","preferred",,,,"Tolerancia",,"noun","preferred",,,,"Yes"
"Tomorrow",,"noun","preferred",,,,"Demain",,"noun","preferred",,,,"Morgen",,"noun","preferred",,,,"Amanhã",,"noun","preferred",,,,"Mañana",,"noun","preferred",,,,"Yes"
"Total",,"noun","preferred",,,,"Total",,"noun","preferred",,,,"Gesamt",,"noun","preferred",,,,"Total",,"noun","preferred",,,,"Total",,"noun","preferred",,,,"Yes"
"Total Backup Jobs",,"noun","preferred",,,,"Total des tâches de sauvegarde",,"noun","preferred",,,,"Backup-Jobs gesamt",,"noun","preferred",,,,"Total de trabalhos de backup",,"noun","preferred",,,,"Total de trabajos de backup",,"noun","preferred",,,,"Yes"
"Total Backup Runs",,"noun","preferred",,,,"Total des exécutions de sauvegarde",,"noun","preferred",,,,"Gesamte Backup-Läufe",,"noun","preferred",,,,"Total de execuções de backup",,"noun","preferred",,,,"Total de ejecuciones de backup",,"noun","preferred",,,,"Yes"
"Total Backup Size",,"noun","preferred",,,,"Taille totale des sauvegardes",,"noun","preferred",,,,"Gesamte Sicherungsgröße",,"noun","preferred",,,,"Tamanho total de backups",,"noun","preferred",,,,"Tamaño total de backups",,"noun","preferred",,,,"Yes"
"Total Backups",,"noun","preferred",,,,"Total des sauvegardes",,"noun","preferred",,,,"Gesamtsicherungen",,"noun","preferred",,,,"Total de backups",,"noun","preferred",,,,"Backups totales",,"noun","preferred",,,,"Yes"
"Total file size",,"noun","preferred",,,,"Taille totale des fichiers",,"noun","preferred",,,,"Gesamte Dateigröße",,"noun","preferred",,,,"Tamanho total dos arquivos",,"noun","preferred",,,,"Tamaño total de archivos",,"noun","preferred",,,,"Yes"
"Total Servers",,"noun","preferred",,,,"Total des serveurs",,"noun","preferred",,,,"Gesamtserver",,"noun","preferred",,,,"Total de servidores",,"noun","preferred",,,,"Servidores totales",,"noun","preferred",,,,"Yes"
"Total Storage Used",,"noun","preferred",,,,"Stockage total utilisé",,"noun","preferred",,,,"Gesamter Speicherplatz verwendet",,"noun","preferred",,,,"Armazenamento total usado",,"noun","preferred",,,,"Almacenamiento total usado",,"noun","preferred",,,,"Yes"
"Total Uploaded",,"noun","preferred",,,,"Total téléversé",,"noun","preferred",,,,"Gesamt hochgeladen",,"noun","preferred",,,,"Total enviado",,"noun","preferred",,,,"Total Enviado",,"noun","preferred",,,,"Yes"
"Total Uploaded Size",,"noun","preferred",,,,"Taille totale téléversée",,"noun","preferred",,,,"Gesamte hochgeladene Größe",,"noun","preferred",,,,"Tamanho total enviado",,"noun","preferred",,,,"Total enviado",,"noun","preferred",,,,"Yes"
